route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
023R,20240102-Weekday-1-24-09-1111100,26502100,"Downtown",0,1,023R-28-1,1,1
023R,20240102-Weekday-1-24-09-1111100,26502101,"Mill Woods",1,1,023R-27-2,1,1
023R,20240102-Weekday-1-24-09-1111100,26502102,"Downtown",0,9,023R-28-1,1,1
023R,20240102-Weekday-1-24-09-1111100,26502103,"Mill Woods",1,9,023R-27-2,1,1
023R,20240102-Weekday-1-24-09-1111100,26502104,"Downtown",0,2,023R-28-1,1,1
023R,20240102-Weekday-1-24-09-1111100,26502105,"Mill Woods",1,2,023R-27-2,1,1
023R,20240102-Weekday-1-24-09-1111100,26502106,"Downtown",0,11,023R-28-1,1,1
023R,20240102-Weekday-1-24-09-1111100,26502107,"Mill Woods",1,11,023R-27-2,1,1
023R,20240102-Weekday-1-24-09-1111100,26502108,"Downtown",0,4,023R-28-1,1,1
023R,20240102-Weekday-1-24-09-1111100,26502109,"Mill Woods",1,4,023R-27-2,1,1
023R,20240102-Weekday-1-24-09-1111100,26502110,"Downtown",0,6,023R-28-1,1,1
023R,20240102-Weekday-1-24-09-1111100,26502111,"Mill Woods",1,6,023R-27-2,1,1
023R,20240102-Weekday-1-24-09-1111100,26502112,"Downtown",0,6,023R-28-1,1,1
023R,20240102-Weekday-1-24-09-1111100,26502113,"Mill Woods",1,6,023R-27-2,1,1
023R,20240102-Weekday-1-24-09-1111100,26502114,"Downtown",0,6,023R-28-1,1,1
023R,20240102-Weekday-1-24-09-1111100,26502115,"Mill Woods",1,6,023R-27-2,1,1
023R,20240102-Weekday-1-24-09-1111100,26502116,"Downtown",0,6,023R-28-1,1,1
023R,20240102-Weekday-1-24-09-1111100,26502117,"Mill Woods",1,17,023R-27-2,1,1
023R,20240102-Weekday-1-24-09-1111100,26502118,"Downtown",0,7,023R-28-1,1,1
023R,20240102-Weekday-1-24-09-1111100,26502119,"Mill Woods",1,7,023R-27-2,1,1
023R,20240102-Weekday-1-24-09-1111100,26502120,"Downtown",0,3,023R-28-1,1,1
023R,20240102-Weekday-1-24-09-1111100,26502121,"Mill Woods",1,3,023R-27-2,1,1
023R,20240102-Weekday-1-24-09-1111100,26502122,"Downtown",0,18,023R-28-1,1,1
023R,20240102-Weekday-1-24-09-1111100,26502123,"Mill Woods",1,18,023R-27-2,1,1
023R,20240102-Weekday-1-24-09-1111100,26502124,"Downtown",0,4,023R-28-1,1,1
023R,20240102-Weekday-1-24-09-1111100,26502125,"Mill Woods",1,4,023R-27-2,1,1
023R,20240102-Weekday-1-24-09-1111100,26502126,"Downtown",0,6,023R-28-1,1,1
023R,20240102-Weekday-1-24-09-1111100,26502127,"Mill Woods",1,6,023R-27-2,1,1
023R,20240102-Weekday-1-24-09-1111100,26502128,"Downtown",0,8,023R-28-1,1,1
023R,20240102-Weekday-1-24-09-1111100,26502129,"Mill Woods",1,8,023R-27-2,1,1
023R,20240102-Weekday-1-24-09-1111100,26502130,"Downtown",0,7,023R-28-1,1,1
023R,20240102-Weekday-1-24-09-1111100,26502131,"Mill Woods",1,7,023R-27-2,1,1
023R,20240102-Weekday-1-24-09-1111100,26502132,"Downtown",0,10,023R-28-1,1,1
023R,20240102-Weekday-1-24-09-1111100,26502133,"Mill Woods",1,13,023R-27-2,1,1
023R,20240102-Weekday-1-24-09-1111100,26502134,"Downtown",0,1,023R-28-1,1,1
023R,20240102-Weekday-1-24-09-1111100,26502135,"Mill Woods",1,1,023R-27-2,1,1
023R,20240102-Weekday-1-24-09-1111100,26502136,"Downtown",0,14,023R-28-1,1,1
023R,20240102-Weekday-1-24-09-1111100,26502137,"Mill Woods",1,14,023R-27-2,1,1
023R,20240102-Weekday-1-24-09-1111100,26502138,"Downtown",0,2,023R-28-1,1,1
023R,20240102-Weekday-1-24-09-1111100,26502139,"Mill Woods",1,2,023R-27-2,1,1
023R,20240102-Weekday-1-24-09-1111100,26502140,"Downtown",0,15,023R-28-1,1,1
023R,20240102-Weekday-1-24-09-1111100,26502141,"Mill Woods",1,15,023R-27-2,1,1
023R,20240102-Weekday-1-24-09-1111100,26502142,"Downtown",0,15,023R-28-1,1,1
023R,20240102-Weekday-1-24-09-1111100,26502143,"Mill Woods",1,15,023R-27-2,1,1
023R,20240102-Weekday-1-24-09-1111100,26502144,"Downtown",0,15,023R-28-1,1,1
023R,20240102-Weekday-1-24-09-1111100,26502145,"Mill Woods",1,15,023R-27-2,1,1
023R,20240102-Weekday-1-24-09-1111100,26502146,"Downtown",0,15,023R-28-1,1,1
023R,20240102-Weekday-1-24-09-1111100,26502147,"Downtown",0,2,023R-28-1,1,1
023R,20240102-Weekday-1-24-09-1111100,26502148,"Mill Woods",1,2,023R-27-2,1,1
023R,20240102-Weekday-1-24-09-1111100,26502149,"Downtown",0,11,023R-28-1,1,1
023R,20240102-Weekday-1-24-09-1111100,26502150,"Mill Woods",1,11,023R-27-2,1,1
023R,20240102-Weekday-1-24-09-1111100,26502151,"Downtown",0,4,023R-28-1,1,1
023R,20240102-Weekday-1-24-09-1111100,26502152,"Mill Woods",1,4,023R-27-2,1,1
023R,20240102-Weekday-1-24-09-1111100,26502153,"Downtown",0,6,023R-28-1,1,1
023R,20240102-Weekday-1-24-09-1111100,26502154,"Mill Woods",1,6,023R-27-2,1,1
023R,20240102-Weekday-1-24-09-1111100,26502155,"Downtown",0,8,023R-28-1,1,1
023R,20240102-Weekday-1-24-09-1111100,26502156,"Mill Woods",1,7,023R-27-2,1,1
023R,20240102-Weekday-1-24-09-1111100,26502157,"Downtown",0,7,023R-28-1,1,1
023R,20240102-Weekday-1-24-09-1111100,26502158,"Mill Woods",1,7,023R-27-2,1,1
023R,20240102-Weekday-1-24-09-1111100,26502159,"Downtown",0,7,023R-28-1,1,1
023R,20240102-Weekday-1-24-09-1111100,26502160,"Mill Woods",1,7,023R-27-2,1,1
023R,20240102-Weekday-1-24-09-1111100,26502161,"Downtown",0,7,023R-28-1,1,1
023R,20240102-Weekday-1-24-09-1111100,26502162,"Mill Woods",1,7,023R-27-2,1,1
023R,20240102-Weekday-1-24-09-1111100,26502163,"Downtown",0,7,023R-28-1,1,1
023R,20240102-Weekday-1-24-09-1111100,26502164,"Mill Woods",1,3,023R-27-2,1,1
023R,20240102-Weekday-1-24-09-1111100,26502165,"Downtown",0,18,023R-28-1,1,1
023R,20240102-Weekday-1-24-09-1111100,26502166,"Mill Woods",1,18,023R-27-2,1,1
023R,20240102-Weekday-1-24-09-1111100,26502167,"Downtown",0,13,023R-28-1,1,1
023R,20240102-Weekday-1-24-09-1111100,26502168,"Mill Woods",1,13,023R-27-2,1,1
023R,20240102-Weekday-1-24-09-1111100,26502169,"Downtown",0,1,023R-28-1,1,1
023R,20240102-Weekday-1-24-09-1111100,26502170,"Mill Woods",1,1,023R-27-2,1,1
023R,20240102-Weekday-1-24-09-1111100,26502171,"Downtown",0,6,023R-28-1,1,1
023R,20240102-Weekday-1-24-09-1111100,26502172,"Mill Woods",1,8,023R-27-2,1,1
023R,20240102-Weekday-1-24-09-1111100,26502173,"Downtown",0,7,023R-28-1,1,1
023R,20240102-Weekday-1-24-09-1111100,26502174,"Mill Woods",1,7,023R-27-2,1,1
023R,20240102-Weekday-1-24-09-1111100,26502175,"Downtown",0,10,023R-28-1,1,1
023R,20240102-Weekday-1-24-09-1111100,26502176,"Mill Woods",1,10,023R-27-2,1,1
023R,20240102-Weekday-1-24-09-1111100,26502177,"Downtown",0,3,023R-28-1,1,1
023R,20240102-Weekday-1-24-09-1111100,26502178,"Mill Woods",1,3,023R-27-2,1,1
023R,20240102-Weekday-1-24-09-1111100,26502179,"Downtown",0,12,023R-28-1,1,1
023R,20240102-Weekday-1-24-09-1111100,26502180,"Mill Woods",1,7,023R-27-2,1,1
023R,20240102-Weekday-1-24-09-1111100,26502181,"Downtown",0,3,023R-28-1,1,1
023R,20240102-Weekday-1-24-09-1111100,26502182,"Mill Woods",1,3,023R-27-2,1,1
023R,20240102-Weekday-1-24-09-1111100,26502183,"Downtown",0,18,023R-28-1,1,1
023R,20240102-Weekday-1-24-09-1111100,26502184,"Mill Woods",1,18,023R-27-2,1,1
023R,20240102-Weekday-1-24-09-1111100,26502185,"Downtown",0,13,023R-28-1,1,1
023R,20240102-Weekday-1-24-09-1111100,26502186,"Mill Woods",1,13,023R-27-2,1,1
023R,20240102-Weekday-1-24-09-1111100,26502187,"Downtown",0,1,023R-28-1,1,1
023R,20240102-Weekday-1-24-09-1111100,26502188,"Mill Woods",1,1,023R-27-2,1,1
023R,20240102-Weekday-1-24-09-1111100,26502189,"Downtown",0,1,023R-28-1,1,1
023R,20240102-Weekday-1-24-09-1111100,26502190,"Mill Woods",1,1,023R-27-2,1,1
023R,20240102-Weekday-1-24-09-1111100,26502191,"Downtown",0,1,023R-28-1,1,1
023R,20240102-Weekday-1-24-09-1111100,26502192,"Mill Woods",1,1,023R-27-2,1,1
023R,20240102-Weekday-1-24-09-1111100,26502193,"Mill Woods",1,3,023R-27-2,1,1
023R,20240102-Weekday-1-24-09-1111100,26502194,"Downtown",0,3,023R-28-1,1,1
023R,20240102-Weekday-1-24-09-1111100,26502195,"Mill Woods",1,12,023R-27-2,1,1
023R,20240102-Weekday-1-24-09-1111100,26502196,"Downtown",0,5,023R-28-1,1,1
023R,20240102-Weekday-1-24-09-1111100,26502197,"Mill Woods",1,5,023R-27-2,1,1
023R,20240102-Weekday-1-24-09-1111100,26502198,"Downtown",0,1,023R-28-1,1,1
023R,20240102-Weekday-1-24-09-1111100,26502199,"Mill Woods",1,1,023R-27-2,1,1
023R,20240102-Weekday-1-24-09-1111100,26502200,"Downtown",0,9,023R-28-1,1,1
023R,20240102-Weekday-1-24-09-1111100,26502201,"Mill Woods",1,9,023R-27-2,1,1
023R,20240102-Weekday-1-24-09-1111100,26502202,"Downtown",0,2,023R-28-1,1,1
023R,20240102-Weekday-1-24-09-1111100,26502203,"Mill Woods",1,2,023R-27-2,1,1
023R,20240102-Weekday-1-24-09-1111100,26502204,"Downtown",0,2,023R-28-1,1,1
023R,20240102-Weekday-1-24-09-1111100,26502205,"Mill Woods",1,2,023R-27-2,1,1
023R,20240102-Weekday-1-24-09-1111100,26502206,"Downtown",0,2,023R-28-1,1,1
023R,20240102-Weekday-1-24-09-1111100,26502207,"Mill Woods",1,2,023R-27-2,1,1
023R,20240102-Weekday-1-24-09-1111100,26502208,"Downtown",0,2,023R-28-1,1,1
023R,20240102-Weekday-1-24-09-1111100,26502209,"Mill Woods",1,2,023R-27-2,1,1
023R,20240102-Weekday-1-24-09-1111100,26502210,"Downtown",0,15,023R-28-1,1,1
023R,20240102-Weekday-1-24-09-1111100,26502211,"Mill Woods",1,15,023R-27-2,1,1
023R,20240102-Weekday-1-24-09-1111100,26502212,"Downtown",0,4,023R-28-1,1,1
023R,20240102-Weekday-1-24-09-1111100,26502213,"Mill Woods",1,4,023R-27-2,1,1
023R,20240102-Weekday-1-24-09-1111100,26502214,"Downtown",0,16,023R-28-1,1,1
023R,20240102-Weekday-1-24-09-1111100,26502215,"Mill Woods",1,16,023R-27-2,1,1
023R,20240102-Weekday-1-24-09-1111100,26502216,"Downtown",0,6,023R-28-1,1,1
023R,20240102-Weekday-1-24-09-1111100,26502217,"Mill Woods",1,17,023R-27-2,1,1
023R,20240102-Weekday-1-24-09-1111100,26502218,"Downtown",0,17,023R-28-1,1,1
023R,20240102-Weekday-1-24-09-1111100,26502219,"Mill Woods",1,17,023R-27-2,1,1
023R,20240102-Weekday-1-24-09-1111100,26502220,"Downtown",0,17,023R-28-1,1,1
023R,20240102-Weekday-1-24-09-1111100,26502221,"Mill Woods",1,17,023R-27-2,1,1
023R,20240102-Weekday-1-24-09-1111100,26502222,"Downtown",0,17,023R-28-1,1,1
023R,20240102-Weekday-1-24-09-1111100,26502223,"Mill Woods",1,17,023R-27-2,1,1
023R,20240102-Weekday-1-24-09-1111100,26502224,"Downtown",0,17,023R-28-1,1,1
023R,20240102-Weekday-1-24-09-1111100,26502225,"Mill Woods",1,17,023R-27-2,1,1
023R,20240102-Weekday-1-24-09-1111100,26502226,"Downtown",0,17,023R-28-1,1,1
023R,20240102-Weekday-1-24-09-1111100,26502227,"Mill Woods",1,17,023R-27-2,1,1
023R,20240102-Weekday-1-24-09-1111100,26502228,"Mill Woods",1,5,023R-27-2,1,1
023R,20240102-Weekday-1-24-09-1111100,26502229,"Downtown",0,5,023R-28-1,1,1
023R,20240102-Weekday-1-24-09-1111100,26502230,"Mill Woods",1,5,023R-27-2,1,1
023R,20240102-Weekday-1-24-09-1111100,26502231,"Downtown",0,1,023R-28-1,1,1
023R,20240102-Weekday-1-24-09-1111100,26502232,"Mill Woods",1,1,023R-27-2,1,1
023R,20240102-Weekday-1-24-09-1111100,26502233,"Downtown",0,9,023R-28-1,1,1
023R,20240102-Weekday-1-24-09-1111100,26502234,"Mill Woods",1,9,023R-27-2,1,1
023R,20240102-Weekday-1-24-09-1111100,26502235,"Downtown",0,2,023R-28-1,1,1
023R,20240102-Weekday-1-24-09-1111100,26502236,"Mill Woods",1,2,023R-27-2,1,1
023R,20240102-Weekday-1-24-09-1111100,26502237,"Mill Woods",1,15,023R-27-2,1,1
023R,20240102-Weekday-1-24-09-1111100,26502238,"Downtown",0,4,023R-28-1,1,1
023R,20240102-Weekday-1-24-09-1111100,26502239,"Mill Woods",1,4,023R-27-2,1,1
023R,20240102-Weekday-1-24-09-1111100,26502240,"Downtown",0,16,023R-28-1,1,1
023R,20240102-Weekday-1-24-09-1111100,26502241,"Mill Woods",1,16,023R-27-2,1,1
023R,20240102-Weekday-1-24-09-1111100,26502242,"Downtown",0,6,023R-28-1,1,1
023R,20240102-Weekday-1-24-09-1111100,26502243,"Mill Woods",1,6,023R-27-2,1,1
023R,20240102-Weekday-1-24-09-1111100,26502244,"Downtown",0,17,023R-28-1,1,1
023R,20240102-Weekday-1-24-09-1111100,26502245,"Mill Woods",1,3,023R-27-2,1,1
023R,20240102-Weekday-1-24-09-1111100,26502246,"Downtown",0,3,023R-28-1,1,1
023R,20240102-Weekday-1-24-09-1111100,26502247,"Mill Woods",1,3,023R-27-2,1,1
023R,20240102-Weekday-1-24-09-1111100,26502248,"Downtown",0,3,023R-28-1,1,1
023R,20240102-Weekday-1-24-09-1111100,26502249,"Mill Woods",1,3,023R-27-2,1,1
023R,20240102-Weekday-1-24-09-1111100,26502250,"Downtown",0,18,023R-28-1,1,1
023R,20240102-Weekday-1-24-09-1111100,26502251,"Mill Woods",1,18,023R-27-2,1,1
023R,20240102-Weekday-1-24-09-1111100,26502252,"Downtown",0,18,023R-28-1,1,1
023R,20240102-Weekday-1-24-09-1111100,26502253,"Mill Woods",1,18,023R-27-2,1,1
023R,20240102-Weekday-1-24-09-1111100,26502254,"Downtown",0,18,023R-28-1,1,1
023R,20240102-Weekday-1-24-09-1111100,26502255,"Mill Woods",1,18,023R-27-2,1,1
023R,20240102-Weekday-1-24-09-1111100,26502256,"Downtown",0,7,023R-28-1,1,1
023R,20240102-Weekday-1-24-09-1111100,26502257,"Mill Woods",1,10,023R-27-2,1,1
023R,20240102-Weekday-1-24-09-1111100,26502258,"Downtown",0,3,023R-28-1,1,1
023R,20240102-Weekday-1-24-09-1111100,26502259,"Mill Woods",1,3,023R-27-2,1,1
023R,20240102-Weekday-1-24-09-1111100,26502260,"Downtown",0,12,023R-28-1,1,1
023R,20240102-Weekday-1-24-09-1111100,26502261,"Mill Woods",1,12,023R-27-2,1,1
023R,20240102-Weekday-1-24-09-1111100,26502262,"Downtown",0,5,023R-28-1,1,1
023R,20240102-Weekday-1-24-09-1111100,26502263,"Mill Woods",1,5,023R-27-2,1,1
023R,20240102-Weekday-1-24-09-1111100,26502264,"Downtown",0,1,023R-28-1,1,1
023R,20240102-Weekday-1-24-09-1111100,26502265,"Mill Woods",1,1,023R-27-2,1,1
023R,20240102-Weekday-1-24-09-1111100,26502266,"Downtown",0,1,023R-28-1,1,1
023R,20240102-Weekday-1-24-09-1111100,26502267,"Mill Woods",1,1,023R-27-2,1,1
023R,20240102-Weekday-1-24-09-1111100,26502268,"Downtown",0,1,023R-28-1,1,1
023R,20240102-Weekday-1-24-09-1111100,26502269,"Mill Woods",1,1,023R-27-2,1,1
023R,20240102-Weekday-1-24-09-1111100,26502270,"Downtown",0,1,023R-28-1,1,1
023R,20240102-Weekday-1-24-09-1111100,26502271,"Mill Woods",1,1,023R-27-2,1,1
023R,20240102-Weekday-1-24-09-1111100,26502272,"Downtown",0,14,023R-28-1,1,1
023R,20240102-Weekday-1-24-09-1111100,26502273,"Mill Woods",1,14,023R-27-2,1,1
023R,20240102-Weekday-1-24-09-1111100,26502274,"Downtown",0,2,023R-28-1,1,1
023R,20240102-Weekday-1-24-09-1111100,26502275,"Mill Woods",1,2,023R-27-2,1,1
023R,20240102-Weekday-1-24-09-1111100,26502276,"Downtown",0,15,023R-28-1,1,1
023R,20240102-Weekday-1-24-09-1111100,26502277,"Mill Woods",1,15,023R-27-2,1,1
023R,20240102-Weekday-1-24-09-1111100,26502278,"Downtown",0,4,023R-28-1,1,1
023R,20240102-Weekday-1-24-09-1111100,26502279,"Mill Woods",1,16,023R-27-2,1,1
023R,20240102-Weekday-1-24-09-1111100,26502280,"Downtown",0,16,023R-28-1,1,1
023R,20240102-Weekday-1-24-09-1111100,26502281,"Mill Woods",1,16,023R-27-2,1,1
023R,20240102-Weekday-1-24-09-1111100,26502282,"Downtown",0,16,023R-28-1,1,1
023R,20240102-Weekday-1-24-09-1111100,26502283,"Mill Woods",1,16,023R-27-2,1,1
023R,20240102-Weekday-1-24-09-1111100,26502284,"Downtown",0,16,023R-28-1,1,1
023R,20240102-Weekday-1-24-09-1111100,26502285,"Mill Woods",1,16,023R-27-2,1,1
023R,20240102-Weekday-1-24-09-1111100,26502286,"Downtown",0,16,023R-28-1,1,1
023R,20240102-Weekday-1-24-09-1111100,26502287,"Mill Woods",1,16,023R-27-2,1,1
023R,20240102-Weekday-1-24-09-1111100,26502288,"Downtown",0,16,023R-28-1,1,1
023R,20240102-Weekday-1-24-09-1111100,26502289,"Mill Woods",1,16,023R-27-2,1,1
023R,20240102-Weekday-1-24-09-1111100,26502290,"Downtown",0,1,023R-28-1,1,1
023R,20240102-Weekday-1-24-09-1111100,26502291,"Mill Woods",1,1,023R-27-2,1,1
023R,20240102-Weekday-1-24-09-1111100,26502292,"Downtown",0,9,023R-28-1,1,1
023R,20240102-Weekday-1-24-09-1111100,26502293,"Mill Woods",1,9,023R-27-2,1,1
023R,20240102-Weekday-1-24-09-1111100,26502294,"Downtown",0,2,023R-28-1,1,1
023R,20240102-Weekday-1-24-09-1111100,26502295,"Mill Woods",1,2,023R-27-2,1,1
023R,20240102-Weekday-1-24-09-1111100,26502296,"Downtown",0,11,023R-28-1,1,1
023R,20240102-Weekday-1-24-09-1111100,26502297,"Mill Woods",1,11,023R-27-2,1,1
023R,20240102-Weekday-1-24-09-1111100,26502298,"Downtown",0,4,023R-28-1,1,1
023R,20240102-Weekday-1-24-09-1111100,26502299,"Mill Woods",1,4,023R-27-2,1,1
023R,20240102-Weekday-1-24-09-1111100,26502300,"Downtown",0,4,023R-28-1,1,1
023R,20240102-Weekday-1-24-09-1111100,26502301,"Mill Woods",1,4,023R-27-2,1,1
023R,20240102-Weekday-1-24-09-1111100,26502302,"Downtown",0,4,023R-28-1,1,1
023R,20240102-Weekday-1-24-09-1111100,26502303,"Mill Woods",1,4,023R-27-2,1,1
023R,20240102-Weekday-1-24-09-1111100,26502304,"Downtown",0,4,023R-28-1,1,1
023R,20240102-Weekday-1-24-09-1111100,26502305,"Mill Woods",1,4,023R-27-2,1,1
023R,20240102-Weekday-1-24-09-1111100,26502306,"Downtown",0,16,023R-28-1,1,1
023R,20240102-Weekday-1-24-09-1111100,26502307,"Mill Woods",1,16,023R-27-2,1,1
023R,20240102-Weekday-1-24-09-1111100,26502308,"Downtown",0,6,023R-28-1,1,1
023R,20240102-Weekday-1-24-09-1111100,26502309,"Mill Woods",1,6,023R-27-2,1,1
023R,20240102-Weekday-1-24-09-1111100,26502310,"Downtown",0,17,023R-28-1,1,1
023R,20240102-Weekday-1-24-09-1111100,26502311,"Mill Woods",1,17,023R-27-2,1,1
023R,20240102-Weekday-1-24-09-1111100,26502312,"Downtown",0,7,023R-28-1,1,1
023R,20240102-Weekday-1-24-09-1111100,26502313,"Downtown",0,2,023R-28-1,1,1
023R,20240102-Weekday-1-24-09-1111100,26502314,"Mill Woods",1,2,023R-27-2,1,1
023R,20240102-Weekday-1-24-09-1111100,26502315,"Downtown",0,11,023R-28-1,1,1
023R,20240102-Weekday-1-24-09-1111100,26502316,"Mill Woods",1,11,023R-27-2,1,1
023R,20240102-Weekday-1-24-09-1111100,26502317,"Downtown",0,4,023R-28-1,1,1
023R,20240102-Weekday-1-24-09-1111100,26502318,"Mill Woods",1,4,023R-27-2,1,1
023R,20240102-Weekday-1-24-09-1111100,26502319,"Downtown",0,6,023R-28-1,1,1
023R,20240102-Weekday-1-24-09-1111100,26502320,"Mill Woods",1,6,023R-27-2,1,1
023R,20240102-Weekday-1-24-09-1111100,26502321,"Mill Woods",1,6,023R-27-2,1,1
023R,20240102-Weekday-1-24-09-1111100,26502322,"Downtown",0,17,023R-28-1,1,1
023R,20240102-Weekday-1-24-09-1111100,26502323,"Mill Woods",1,17,023R-27-2,1,1
023R,20240102-Weekday-1-24-09-1111100,26502324,"Downtown",0,7,023R-28-1,1,1
023R,20240102-Weekday-1-24-09-1111100,26502325,"Mill Woods",1,7,023R-27-2,1,1
023R,20240102-Weekday-1-24-09-1111100,26502326,"Downtown",0,3,023R-28-1,1,1
023R,20240102-Weekday-1-24-09-1111100,26502327,"Mill Woods",1,3,023R-27-2,1,1
023R,20240102-Weekday-1-24-09-1111100,26502328,"Downtown",0,18,023R-28-1,1,1
023R,20240102-Weekday-1-24-09-1111100,26502329,"Downtown",0,4,023R-28-1,1,1
023R,20240102-Weekday-1-24-09-1111100,26502330,"Mill Woods",1,4,023R-27-2,1,1
023R,20240102-Weekday-1-24-09-1111100,26502331,"Downtown",0,6,023R-28-1,1,1
023R,20240102-Weekday-1-24-09-1111100,26502332,"Mill Woods",1,6,023R-27-2,1,1
023R,20240102-Weekday-1-24-09-1111100,26502333,"Downtown",0,8,023R-28-1,1,1
023R,20240102-Weekday-1-24-09-1111100,26502334,"Mill Woods",1,8,023R-27-2,1,1
023R,20240102-Weekday-1-24-09-1111100,26502335,"Downtown",0,7,023R-28-1,1,1
023R,20240102-Weekday-1-24-09-1111100,26502336,"Mill Woods",1,5,023R-27-2,1,1
023R,20240102-Weekday-1-24-09-1111100,26502337,"Downtown",0,13,023R-28-1,1,1
023R,20240102-Weekday-1-24-09-1111100,26502338,"Mill Woods",1,13,023R-27-2,1,1
023R,20240102-Weekday-1-24-09-1111100,26502339,"Downtown",0,1,023R-28-1,1,1
023R,20240102-Weekday-1-24-09-1111100,26502340,"Mill Woods",1,1,023R-27-2,1,1
023R,20240102-Weekday-1-24-09-1111100,26502341,"Downtown",0,14,023R-28-1,1,1
023R,20240102-Weekday-1-24-09-1111100,26502342,"Mill Woods",1,14,023R-27-2,1,1
023R,20240102-Weekday-1-24-09-1111100,26502343,"Downtown",0,2,023R-28-1,1,1
023R,20240102-Weekday-1-24-09-1111100,26502344,"Mill Woods",1,2,023R-27-2,1,1
023R,20240102-Weekday-1-24-09-1111100,26502345,"Mill Woods",1,7,023R-27-2,1,1
023R,20240102-Weekday-1-24-09-1111100,26502346,"Downtown",0,10,023R-28-1,1,1
023R,20240102-Weekday-1-24-09-1111100,26502347,"Mill Woods",1,10,023R-27-2,1,1
023R,20240102-Weekday-1-24-09-1111100,26502348,"Downtown",0,3,023R-28-1,1,1
023R,20240102-Weekday-1-24-09-1111100,26502349,"Mill Woods",1,3,023R-27-2,1,1
023R,20240102-Weekday-1-24-09-1111100,26502350,"Downtown",0,12,023R-28-1,1,1
023R,20240102-Weekday-1-24-09-1111100,26502351,"Mill Woods",1,12,023R-27-2,1,1
023R,20240102-Weekday-1-24-09-1111100,26502352,"Downtown",0,5,023R-28-1,1,1
023R,20240102-Weekday-1-24-09-1111100,26502353,"Mill Woods",1,5,023R-27-2,1,1
023R,20240102-Weekday-1-24-09-1111100,26502354,"Downtown",0,5,023R-28-1,1,1
023R,20240102-Weekday-1-24-09-1111100,26502355,"Mill Woods",1,5,023R-27-2,1,1
023R,20240102-Weekday-1-24-09-1111100,26502356,"Downtown",0,5,023R-28-1,1,1
023R,20240102-Weekday-1-24-09-1111100,26502357,"Mill Woods",1,5,023R-27-2,1,1
023R,20240102-Weekday-1-24-09-1111100,26502358,"Downtown",0,5,023R-28-1,1,1
023R,20240102-Weekday-1-24-09-1111100,26502359,"Mill Woods",1,16,023R-27-2,1,1
023R,20240102-Weekday-1-24-09-1111100,26502360,"Downtown",0,6,023R-28-1,1,1
023R,20240102-Weekday-1-24-09-1111100,26502361,"Mill Woods",1,6,023R-27-2,1,1
023R,20240102-Weekday-1-24-09-1111100,26502362,"Downtown",0,17,023R-28-1,1,1
023R,20240102-Weekday-1-24-09-1111100,26502363,"Mill Woods",1,17,023R-27-2,1,1
023R,20240102-Weekday-1-24-09-1111100,26502364,"Downtown",0,7,023R-28-1,1,1
023R,20240102-Weekday-1-24-09-1111100,26502365,"Mill Woods",1,7,023R-27-2,1,1
023R,20240102-Weekday-1-24-09-1111100,26502366,"Downtown",0,3,023R-28-1,1,1
023R,20240102-Weekday-1-24-09-1111100,26502367,"Mill Woods",1,18,023R-27-2,1,1
023R,20240102-Weekday-1-24-09-1111100,26502368,"Downtown",0,18,023R-28-1,1,1
023R,20240102-Weekday-1-24-09-1111100,26502369,"Mill Woods",1,18,023R-27-2,1,1
023R,20240102-Weekday-1-24-09-1111100,26502370,"Downtown",0,18,023R-28-1,1,1
023R,20240102-Weekday-1-24-09-1111100,26502371,"Mill Woods",1,18,023R-27-2,1,1
023R,20240102-Weekday-1-24-09-1111100,26502372,"Downtown",0,1,023R-28-1,1,1
023R,20240102-Weekday-1-24-09-1111100,26502373,"Mill Woods",1,1,023R-27-2,1,1
023R,20240102-Weekday-1-24-09-1111100,26502374,"Downtown",0,1,023R-28-1,1,1
023R,20240102-Weekday-1-24-09-1111100,26502375,"Mill Woods",1,1,023R-27-2,1,1
023R,20240102-Weekday-1-24-09-1111100,26502376,"Downtown",0,1,023R-28-1,1,1
023R,20240102-Weekday-1-24-09-1111100,26502377,"Mill Woods",1,6,023R-27-2,1,1
023R,20240102-Weekday-1-24-09-1111100,26502378,"Downtown",0,8,023R-28-1,1,1
023R,20240102-Weekday-1-24-09-1111100,26502379,"Mill Woods",1,8,023R-27-2,1,1
023R,20240102-Weekday-1-24-09-1111100,26502380,"Downtown",0,7,023R-28-1,1,1
023R,20240102-Weekday-1-24-09-1111100,26502381,"Mill Woods",1,7,023R-27-2,1,1
023R,20240102-Weekday-1-24-09-1111100,26502382,"Downtown",0,10,023R-28-1,1,1
023R,20240102-Weekday-1-24-09-1111100,26502383,"Mill Woods",1,10,023R-27-2,1,1
023R,20240102-Weekday-1-24-09-1111100,26502384,"Downtown",0,3,023R-28-1,1,1
023R,20240102-Weekday-1-24-09-1111100,26502385,"Mill Woods",1,3,023R-27-2,1,1
023R,20240102-Weekday-1-24-09-1111100,26502386,"Downtown",0,3,023R-28-1,1,1
023R,20240102-Weekday-1-24-09-1111100,26502387,"Mill Woods",1,3,023R-27-2,1,1
023R,20240102-Weekday-1-24-09-1111100,26502388,"Downtown",0,3,023R-28-1,1,1
023R,20240102-Weekday-1-24-09-1111100,26502389,"Mill Woods",1,3,023R-27-2,1,1
